who_id,spatial_type,country_code,region,sex,prevalence,ci_low,ci_high,year
951007,Region,WPR,,Male,23.22508,19.81398,26.82552,2010
951833,Country,QAT,Eastern Mediterranean,Male,46.199745,33.522572,58.878918,2010
951955,Country,BRN,Western Pacific,Female,36.193363,21.513872,52.714764,2019
952621,Country,BHR,Eastern Mediterranean,Male,34.262978,15.071355,59.493984,2016
952711,Country,MLI,Africa,Both sexes,33.919476,21.537233,47.789452,2010
953119,Country,URY,Americas,Male,28.214382,17.53286,40.093521,2012
953348,Country,ROU,Europe,Female,21.250023,6.5601087,42.768356,2000
954205,Global,GLOBAL,,Male,21.231636,18.304272,24.550396,2001
29,Country,KNA,Americas,Both sexes,38.649147,24.015909,53.761047,2015
695,Country,WSM,Western Pacific,Both sexes,28.883972,22.874971,35.296017,2007
3219,Country,JPN,Western Pacific,Male,29.484329,13.722679,50.564968,2006
3242,Global,GLOBAL,,Male,21.511904,18.698532,24.674263,2002
3295,Country,SDN,Eastern Mediterranean,Female,24.58548,10.847883,42.450493,2006
3545,Country,MMR,South-East Asia,Male,19.835592,9.9832296,33.001373,2020
4459,Country,TUR,Europe,Both sexes,43.308422,34.450211,52.447277,2017
4537,Region,WPR,,Female,23.07988,19.22749,27.38805,2017
5886,Country,FRA,Europe,Both sexes,37.654327,31.56358,44.057453,2002
5894,Country,BWA,Africa,Both sexes,27.909302,19.211874,37.671467,2003
6028,Country,PLW,Western Pacific,Female,36.891537,23.994347,50.699661,2015
6839,Country,HRV,Europe,Both sexes,21.514585,17.072905,26.220819,2014
6875,Country,NZL,Western Pacific,Both sexes,19.507259,15.966052,23.510382,2016
8241,Country,BEN,Africa,Female,20.108444,8.8456268,36.209263,2021
8499,Country,ATG,Americas,Female,37.056767,14.070593,66.316856,2006
8566,Country,LBY,Eastern Mediterranean,Both sexes,39.938206,32.57679,47.890251,2011
9161,Country,GTM,Americas,Male,16.199211,10.43415,23.282833,2009
9950,Country,GNQ,Africa,Both sexes,19.979118,8.1141777,36.786495,2018
10108,Country,UKR,Europe,Female,11.501532,6.7153549,17.659931,2012
10857,Country,BGD,South-East Asia,Male,11.907827,6.2956595,19.409866,2002
11235,Country,BRB,Americas,Male,33.429535,19.662069,49.402546,2014
11331,Country,JAM,Americas,Male,24.003857,12.639385,37.844093,2002
11544,Country,JOR,Eastern Mediterranean,Both sexes,27.592573,22.540874,32.912914,2010
12339,Country,SVK,Europe,Male,22.651581,15.478352,30.777794,2018
14457,Country,UZB,Europe,Both sexes,22.26165,17.48567,27.439318,2015
16263,Country,PHL,Western Pacific,Male,15.839613,9.5834112,23.296175,2005
16811,Country,MDG,Africa,Male,12.736061,4.1914024,28.336052,2012
17191,Country,FIN,Europe,Female,19.84263,14.118309,26.491106,2007
17548,Country,COK,Western Pacific,Both sexes,25.422981,18.174231,33.713932,2022
18367,Country,JOR,Eastern Mediterranean,Female,26.068354,15.155792,38.96859,2020
19125,Country,TGO,Africa,Both sexes,13.938932,9.0960608,19.70573,2008
19702,Country,CZE,Europe,Male,22.566118,13.572619,33.427475,2000
20102,Country,KEN,Africa,Both sexes,11.74945,8.132885,16.246519,2006
20147,Country,GNQ,Africa,Female,24.534489,5.1434407,55.838024,2020
20993,Country,PNG,Western Pacific,Male,14.641498,7.4815249,24.257359,2004
21797,Country,MHL,Western Pacific,Both sexes,26.454121,12.075493,44.097019,2018
22839,Country,AZE,Europe,Both sexes,22.447563,10.558557,38.586685,2001
22881,Country,ISL,Europe,Female,32.360855,11.613359,60.236996,2009
22967,Country,USA,Americas,Female,35.718952,28.37607,43.72739,2006
27210,Country,COL,Americas,Female,32.816715,11.470493,62.083595,2006
27279,Country,AGO,Africa,Both sexes,17.917162,7.0738764,34.440689,2017
27690,Country,CIV,Africa,Both sexes,20.216505,9.0357475,35.04829,2018
27788,Country,CYP,Europe,Both sexes,41.104881,33.687111,48.663712,2019
29487,Country,CHL,Americas,Both sexes,24.898355,15.463694,36.045464,2003
29972,Country,ATG,Americas,Male,26.225958,10.138384,49.110966,2006
30458,Region,EMR,,Male,23.714636,18.786684,29.220312,2000
30939,World Bank Income Group,WB_HI,,Female,34.417355,30.098776,38.757236,2006
32857,Country,KNA,Americas,Male,26.95759,12.211937,45.756706,2002
32917,Country,ARM,Europe,Both sexes,23.280539,10.862136,40.259247,2000
33711,Country,NOR,Europe,Male,31.702503,15.661441,51.294518,2020
34228,Country,ARE,Eastern Mediterranean,Male,63.121742,47.737541,76.899628,2022
34274,Country,KEN,Africa,Male,10.525333,5.4547029,17.427845,2003
34362,Country,NLD,Europe,Female,11.052065,7.1247659,15.838419,2021
36884,Country,LBN,Eastern Mediterranean,Female,49.105228,37.71627,60.525555,2014
38840,Region,AFR,,Female,22.973423,18.715826,28.239737,2007
38854,Country,BEN,Africa,Both sexes,17.050034,10.651381,24.889889,2007
41431,Country,LKA,South-East Asia,Female,26.055771,18.091681,35.523998,2005
41967,Country,CHN,Western Pacific,Female,19.406527,12.064854,27.96455,2021
46442,Country,SRB,Europe,Male,40.795315,28.141924,54.336323,2008
47082,Region,AFR,,Male,14.915045,11.465664,19.395727,2018
49510,Country,MMR,South-East Asia,Female,23.619944,16.84815,31.266556,2008
50689,Country,SAU,Eastern Mediterranean,Female,63.900894,56.170101,71.006355,2011
52426,World Bank Income Group,WB_UMI,,Both sexes,25.92786,23.022049,29.100758,2019
53203,Country,COD,Africa,Both sexes,14.868432,4.3440757,30.958775,2022
54363,Country,ZAF,Africa,Male,43.536415,32.245529,55.660469,2015
55159,Country,ERI,Africa,Female,16.490082,8.7769842,26.619106,2011
56291,Country,BEN,Africa,Male,14.612718,5.9025383,26.551809,2003
56435,Country,TCD,Africa,Male,20.143391,11.587791,30.68395,2007
57468,Country,SVN,Europe,Male,17.64665,11.686997,24.959766,2019
57787,Country,ITA,Europe,Male,37.626556,28.786205,46.997955,2005
59028,Country,HUN,Europe,Female,24.973864,18.73097,31.96158,2010
59417,Country,SSD,Africa,Female,19.642769,5.4309444,42.553459,2011
59814,Country,DJI,Eastern Mediterranean,Female,22.766298,6.1076961,49.658936,2004
60591,Country,AUT,Europe,Male,23.503803,18.676828,28.664974,2013
60776,Country,GRC,Europe,Both sexes,34.62463,27.457895,42.197823,2020
60860,Country,NPL,South-East Asia,Both sexes,8.7560682,6.1369624,11.900665,2016
62329,Country,BIH,Europe,Male,16.935061,5.2496409,35.064629,2019
62437,World Bank Income Group,WB_LI,,Female,20.713999,16.553106,25.440411,2008
62681,Country,HTI,Americas,Male,17.868441,6.1962914,38.441135,2007
63057,Country,NIU,Western Pacific,Male,9.4249201,4.2203255,16.827206,2013
64655,Country,EST,Europe,Female,13.134109,7.9582877,19.403585,2004
65295,Country,LBN,Eastern Mediterranean,Male,49.090538,39.042606,59.366257,2011
65635,World Bank Income Group,WB_LMI,,Both sexes,26.895159,24.02059,29.859594,2008
65730,Country,NIU,Western Pacific,Both sexes,12.521182,6.9926081,19.663412,2008
66080,Country,BOL,Americas,Female,26.059263,8.3480902,51.971497,2003
66391,Country,BGD,South-East Asia,Both sexes,21.149612,15.556327,27.37084,2005
67670,Country,MHL,Western Pacific,Female,36.911087,16.50816,61.130161,2012
69971,Country,TCD,Africa,Male,17.295536,6.3908138,34.262318,2017
71617,Country,ERI,Africa,Female,16.055283,4.1101346,36.160843,2021
72532,Country,KOR,Western Pacific,Both sexes,50.134651,46.609184,53.606266,2017
73389,Country,TUN,Eastern Mediterranean,Female,31.466537,16.75004,49.59185,2011
73638,Country,BGD,South-East Asia,Female,24.30162,17.684568,31.867302,2015
74380,Country,ATG,Americas,Female,43.317951,14.170042,75.914932,2019
74784,Country,BFA,Africa,Female,17.831369,12.160127,24.49011,2013
76160,Country,COG,Africa,Both sexes,21.249264,8.9397974,38.641441,2002
77400,Country,MLT,Europe,Female,57.130074,42.452305,70.695221,2004
77573,Country,NRU,Western Pacific,Both sexes,45.057941,33.137764,56.86898,2000
78450,Country,MOZ,Africa,Both sexes,9.6848192,2.726537,22.053137,2022
78555,Country,NOR,Europe,Male,29.872278,17.896498,43.608128,2000
79191,Country,MDA,Europe,Female,10.127256,5.4543562,16.318914,2020
79380,Country,POL,Europe,Female,34.715199,26.034182,43.541805,2017
79884,Country,GRC,Europe,Both sexes,33.822765,27.795622,40.240608,2017
80826,Country,MLI,Africa,Female,40.184864,19.992844,62.577988,2004
82013,World Bank Income Group,WB_LMI,,Female,27.858894,22.768532,33.584358,2004
83510,Country,ARE,Eastern Mediterranean,Female,60.599739,50.31488,70.322311,2006
84647,Country,EST,Europe,Female,15.245189,9.8433685,21.686796,2021
87181,Country,ARG,Americas,Female,36.155258,22.024683,52.935814,2005
87291,Country,PRI,Americas,Female,42.77494,16.901079,71.999474,2015
88502,Country,ZMB,Africa,Male,12.291916,7.6359401,18.108246,2008
90669,Country,LSO,Africa,Male,11.265085,4.1130877,21.790852,2003
91252,Country,COG,Africa,Male,12.421486,2.6072371,31.211016,2021
91859,Country,MMR,South-East Asia,Male,19.504309,11.29889,29.984674,2017
92744,Country,AUS,Western Pacific,Both sexes,26.639679,18.828987,35.613884,2002
93126,Country,MMR,South-East Asia,Both sexes,21.492615,16.077946,27.511364,2013
93219,Country,BTN,South-East Asia,Female,12.854113,7.3835278,19.951715,2012
93279,Country,ARG,Americas,Both sexes,35.863937,29.187098,42.838867,2012
94389,Country,MLI,Africa,Female,34.283546,10.180799,65.40213,2020
94832,Country,BLR,Europe,Male,15.363914,5.6059437,30.028328,2003
96195,Country,BRB,Americas,Male,35.142365,16.726999,57.00349,2019
96196,Country,IDN,South-East Asia,Male,21.036139,11.903771,32.383602,2021
97538,Country,BIH,Europe,Female,23.376249,4.7240996,55.101768,2021
98186,Country,POL,Europe,Female,25.155979,12.858171,40.19384,2000
98188,Country,GTM,Americas,Male,17.782881,11.692997,25.249254,2011
98613,Country,BRA,Americas,Male,34.382195,25.654871,43.732563,2018
99430,Country,ERI,Africa,Female,16.014814,5.6166658,31.935982,2018
100456,Country,BHS,Americas,Male,27.320158,18.915649,37.226635,2016
100817,Country,CHE,Europe,Male,25.169615,11.180243,42.285297,2003
101794,Country,NZL,Western Pacific,Male,17.972841,12.822078,23.774115,2008
102455,Country,URY,Americas,Both sexes,33.551834,19.160213,50.141792,2021
105881,Country,BEN,Africa,Male,15.334882,7.1531935,26.822191,2020
106556,Country,COM,Africa,Male,8.341157,4.6403389,13.192235,2011
107183,Country,MLT,Europe,Female,44.051888,28.411125,61.150997,2022
107208,Country,SVK,Europe,Female,26.236683,15.54295,39.049099,2009
107478,Country,KHM,Western Pacific,Both sexes,13.23476,9.1013861,18.403229,2021
108221,Country,THA,South-East Asia,Male,19.437744,14.525395,24.959181,2009
108438,Country,GRD,Americas,Female,35.712223,22.385004,50.947411,2008
108495,Country,TKM,Europe,Female,18.695889,4.7610869,39.954826,2002
108946,Country,ITA,Europe,Both sexes,40.805439,34.079006,47.855762,2018
109072,Country,HUN,Europe,Both sexes,29.413515,22.200769,37.267242,2022
109147,Country,IRQ,Eastern Mediterranean,Female,43.636425,22.804958,66.588333,2001
109739,Country,TJK,Europe,Female,31.153017,10.820498,58.651859,2001
110399,Country,MEX,Americas,Male,23.349819,18.570992,28.5984,2010
110478,Country,ISR,Europe,Male,30.026978,10.882226,55.649006,2001
110976,Country,AFG,Eastern Mediterranean,Male,16.628178,7.9776726,28.61408,2009
111303,Country,LKA,South-East Asia,Male,19.187239,13.824314,25.769701,2008
111489,Country,EGY,Eastern Mediterranean,Both sexes,33.64373,24.248055,44.328888,2021
112257,Country,DNK,Europe,Female,21.19458,14.883919,28.275475,2007
112445,Country,GRD,Americas,Male,25.448204,15.726742,37.732101,2012
115698,Country,BRN,Western Pacific,Female,30.134375,10.487313,55.999058,2001
115791,Country,MYS,Western Pacific,Female,45.890766,38.425411,53.562225,2006
116862,Country,BRA,Americas,Both sexes,35.867138,30.610693,41.418945,2012
118684,Region,WPR,,Female,22.40319,19.17577,25.9243,2014
118718,Country,SUR,Americas,Both sexes,41.030155,31.310654,50.929958,2009
118760,Country,NIC,Americas,Both sexes,34.371506,18.830677,52.066631,2010
118790,Country,SAU,Eastern Mediterranean,Female,57.797611,41.931038,72.197571,2022
118791,Country,VUT,Western Pacific,Both sexes,7.9804258,3.4765699,14.858381,2019
119449,Country,DZA,Africa,Female,35.73167,23.236301,49.773312,2016
120195,Country,SLE,Africa,Male,9.8615017,4.4674067,17.221298,2014
120240,Country,BGD,South-East Asia,Female,28.016335,20.049265,37.075729,2008
120930,Country,TJK,Europe,Female,34.595966,18.055622,53.830326,2007
121564,Country,KNA,Americas,Female,43.822227,23.02244,65.392937,2012
122095,Country,USA,Americas,Male,27.284521,20.560207,34.340679,2018
123583,Country,PHL,Western Pacific,Both sexes,15.727784,10.362901,22.388035,2002
123617,Country,NLD,Europe,Female,15.078272,11.265506,19.479975,2011
124796,Country,KWT,Eastern Mediterranean,Male,59.500366,42.412956,75.266594,2003
124839,Country,SWZ,Africa,Male,16.130947,9.1039495,24.967541,2013
125144,Country,KHM,Western Pacific,Both sexes,13.163371,9.4770689,17.681229,2018
127154,Country,ZWE,Africa,Male,13.194656,3.5576172,29.400795,2020
128083,World Bank Income Group,WB_LI,,Female,20.834099,16.618128,25.685284,2007
128825,Country,SVN,Europe,Female,19.607779,12.022243,29.119942,2021
128923,Country,PLW,Western Pacific,Both sexes,33.489208,21.735882,46.392529,2004
129200,Country,AND,Europe,Both sexes,30.051455,18.910732,43.16428,2014
129412,Country,NER,Africa,Both sexes,21.948832,11.955551,34.762489,2002
130526,Region,AFR,,Female,22.439436,18.385695,27.488077,2009
131061,Country,TGO,Africa,Male,13.267793,5.2520881,24.619801,2002
131586,Country,ISR,Europe,Male,26.03322,10.093015,50.392914,2015
132386,Country,URY,Americas,Female,36.819019,13.421313,64.76532,2022
132741,Country,GRD,Americas,Both sexes,31.546576,23.026981,40.889011,2012
133372,Country,BRB,Americas,Both sexes,42.797913,26.880926,59.17878,2019
133668,Country,SMR,Europe,Both sexes,30.890099,16.279482,48.157917,2007
133912,Country,AUT,Europe,Both sexes,23.002716,19.398781,26.783422,2016
134598,Country,PRK,South-East Asia,Both sexes,21.642927,9.9878321,37.596218,2005
134961,Country,STP,Africa,Female,21.835737,12.73621,32.97263,2019
134999,Country,BRA,Americas,Both sexes,33.316772,26.393444,40.603851,2005
135144,Country,NZL,Western Pacific,Female,23.195374,16.911871,30.507179,2008
137152,Country,GMB,Africa,Male,16.952547,6.4218135,32.363773,2020
138683,Country,NAM,Africa,Both sexes,31.11738,20.700993,42.694801,2011
139135,Country,KEN,Africa,Female,10.471499,5.060699,17.921225,2016
140640,Country,MUS,Africa,Male,25.816479,16.462751,36.532204,2004
141926,Country,HND,Americas,Female,32.538647,9.5434656,64.288811,2002
142332,Country,ARM,Europe,Female,24.976519,14.794646,37.863049,2016
142782,Country,EST,Europe,Female,14.52037,10.343446,19.330839,2015
143502,Country,ROU,Europe,Male,26.868179,18.656054,36.081249,2013
144607,Country,KNA,Americas,Both sexes,34.302261,21.850161,47.702888,2005
146264,Country,THA,South-East Asia,Male,28.161949,21.129038,36.113838,2022
146311,Country,NPL,South-East Asia,Both sexes,10.23536,7.127996,13.979586,2006
146543,Country,PNG,Western Pacific,Female,18.147039,9.3260508,29.47703,2010
147589,Country,GNB,Africa,Both sexes,17.732971,6.1206365,35.139458,2020
148923,Country,CRI,Americas,Both sexes,45.841946,38.59808,53.118931,2011
149265,Country,CPV,Africa,Female,33.682987,24.125561,44.209179,2013
150405,Country,PRK,South-East Asia,Female,24.460716,7.7965336,49.145199,2008
151121,Country,DMA,Americas,Male,16.346668,8.9076014,26.118088,2010
151972,Country,GIN,Africa,Female,19.631992,4.8790684,43.029881,2014
152535,Country,TUV,Western Pacific,Male,25.794619,14.011807,39.7211,2008
152670,Country,CAF,Africa,Male,16.446949,5.0707436,35.392673,2004
153043,Country,UZB,Europe,Both sexes,11.110698,7.3083625,15.701805,2004
154337,Country,NOR,Europe,Both sexes,34.222179,23.797602,45.705795,2015
154377,Country,TTO,Americas,Male,32.731827,20.39106,46.806709,2015
154672,Country,TGO,Africa,Both sexes,13.862363,8.4658785,20.33655,2006
155644,Country,SMR,Europe,Female,34.999325,12.244429,62.92712,2004
155663,Country,KGZ,Europe,Female,20.495554,11.394798,31.861427,2014
156376,Country,GBR,Europe,Male,22.129084,17.108845,27.410975,2016
157105,Country,PRT,Europe,Male,43.14991,35.010109,51.251637,2012
157257,Country,NER,Africa,Both sexes,19.557304,13.143924,27.2192,2010
159426,Country,CYP,Europe,Male,35.920456,21.326065,52.446472,2000
162143,Country,NLD,Europe,Both sexes,11.344375,9.0405149,13.861264,2017
165341,Country,BWA,Africa,Both sexes,24.273455,18.141697,31.280437,2014
167069,Country,YEM,Eastern Mediterranean,Male,19.029617,6.7629585,39.204876,2007
167313,Country,LAO,Western Pacific,Female,20.688658,12.03503,31.67947,2002
168674,Country,CZE,Europe,Both sexes,23.186752,19.048546,27.620518,2012
169791,Country,LCA,Americas,Male,17.668434,7.5698471,31.764524,2005
169798,Country,NZL,Western Pacific,Female,20.770607,15.275206,27.091578,2017
171656,Country,HRV,Europe,Male,17.451654,11.949657,23.777699,2010
172476,Country,TUR,Europe,Both sexes,43.071804,34.945255,51.712574,2016
172541,Country,LBY,Eastern Mediterranean,Both sexes,45.562469,36.542236,54.466022,2022
173254,Country,SAU,Eastern Mediterranean,Female,68.050842,54.778862,80.044861,2002
173306,Country,GEO,Europe,Both sexes,23.54508,15.334847,33.400932,2021
175154,Country,COL,Americas,Male,27.432669,8.5223141,54.807495,2020
177078,Country,KGZ,Europe,Male,16.004967,8.1802311,26.254236,2016
177623,Country,UKR,Europe,Female,11.715528,6.6564918,18.303963,2014
178131,Country,MNG,Western Pacific,Male,12.222731,8.2471285,17.055187,2008
179837,Country,IRL,Europe,Both sexes,36.896561,30.08515,44.161777,2003
180785,Country,SVK,Europe,Both sexes,26.266479,15.725416,39.169209,2003
181206,Country,CRI,Americas,Male,34.317368,17.652172,54.549664,2000
181464,Country,CYP,Europe,Both sexes,42.426445,31.361181,53.617519,2001
181634,Country,HTI,Americas,Both sexes,24.130554,11.682961,40.227448,2009
182747,Country,GBR,Europe,Male,23.575502,18.553185,28.842857,2014
182859,Country,UKR,Europe,Male,10.594879,5.842484,16.854734,2005
183390,Country,IND,South-East Asia,Male,26.915798,20.013617,34.644554,2008
184064,Country,VUT,Western Pacific,Male,5.8090606,1.2644798,15.194717,2022
184361,Country,OMN,Eastern Mediterranean,Female,43.345509,33.313694,54.104435,2012
185973,Country,DNK,Europe,Male,13.972706,8.6239834,20.548777,2020
186149,Country,BIH,Europe,Female,19.521957,10.289324,31.358892,2003
186787,Country,FIN,Europe,Both sexes,11.812063,8.590107,15.4963,2018
187293,Region,EMR,,Both sexes,37.964832,34.423443,41.51796,2017
187569,Country,FSM,Western Pacific,Male,24.038986,10.234329,42.224136,2020
187868,Country,STP,Africa,Female,22.041807,11.710897,35.029724,2005
190799,Country,ARE,Eastern Mediterranean,Female,54.627823,39.05201,69.509155,2000
191203,Country,ITA,Europe,Both sexes,43.442253,35.290638,51.430172,2002
191436,Country,NRU,Western Pacific,Male,38.011551,27.800945,48.820244,2006
191988,Country,CRI,Americas,Male,39.550938,28.207367,51.835697,2016
193701,Country,ISL,Europe,Female,33.159286,11.974719,61.548199,2007
193738,Country,OMN,Eastern Mediterranean,Both sexes,37.763863,30.425039,46.324638,2016
194089,Country,DJI,Eastern Mediterranean,Male,13.644889,4.1799369,31.380981,2016
194685,Country,AGO,Africa,Both sexes,18.71521,8.3700609,33.761372,2013
195943,Country,MDG,Africa,Male,12.52227,3.8923695,28.52219,2014
196451,Country,OMN,Eastern Mediterranean,Both sexes,40.417732,30.150705,51.625782,2021
197087,Country,GUY,Americas,Male,19.447016,6.7870855,38.416832,2001
197216,Country,CAF,Africa,Both sexes,16.794144,6.6137819,31.307137,2016
197227,Country,HUN,Europe,Female,30.146477,20.400545,41.143478,2021
197289,Country,LVA,Europe,Male,16.812128,10.268611,24.654215,2006
197695,Country,BGR,Europe,Female,31.184124,21.219315,41.822563,2020
199047,Country,KIR,Western Pacific,Male,27.34226,17.868612,38.183949,2013
200766,Country,GNQ,Africa,Both sexes,19.699816,7.4616251,37.588371,2020
201649,Country,ZMB,Africa,Female,18.692787,11.722073,27.151081,2013
201700,Region,SEAR,,Female,38.83611,31.66967,45.99892,2013
202159,Country,MMR,South-East Asia,Both sexes,21.570051,15.011567,29.197144,2016
204141,Country,SYC,Africa,Female,21.236992,11.107609,34.086792,2001
204179,Country,HTI,Americas,Both sexes,27.913328,10.930022,48.306152,2021
204711,Country,GRC,Europe,Both sexes,30.786886,25.014671,36.890526,2006
207317,Region,AMR,,Female,33.558922,28.495893,38.876686,2005
207479,Country,MWI,Africa,Both sexes,4.075923,2.3411965,6.5309658,2017
208424,Country,KIR,Western Pacific,Both sexes,38.904354,28.885382,49.338448,2007
210317,Country,YEM,Eastern Mediterranean,Both sexes,22.819796,10.756293,38.916588,2006
210927,Country,ARM,Europe,Both sexes,23.393719,11.914392,38.505562,2002
211203,Country,TLS,South-East Asia,Male,18.424116,7.5788364,33.758698,2017
211303,Country,LCA,Americas,Male,17.58396,9.1296463,28.772238,2009
211911,Country,MWI,Africa,Female,3.8852308,1.4969665,8.0120153,2019
211962,Country,TUN,Eastern Mediterranean,Both sexes,26.262379,18.485682,35.049824,2008
212082,Country,VEN,Americas,Both sexes,42.618618,33.056587,52.712536,2014
212563,Country,PHL,Western Pacific,Both sexes,24.299387,19.573631,29.280815,2009
212832,Country,MWI,Africa,Female,6.1767554,3.4419463,10.112758,2014
212927,Country,KGZ,Europe,Female,21.593824,9.0509567,38.381771,2020
213249,Country,SVK,Europe,Female,26.45705,15.057909,40.560535,2008
213607,Country,KAZ,Europe,Female,21.500322,9.8240957,37.040878,2011
213706,Country,SYC,Africa,Male,22.645941,14.966172,31.500648,2005
214086,Country,ARM,Europe,Female,25.235098,7.8411937,50.70623,2001
215412,Country,EST,Europe,Both sexes,15.608448,11.782059,19.778555,2020
216566,Country,KHM,Western Pacific,Male,12.355592,7.7618852,18.060616,2013
216840,Country,CUB,Americas,Both sexes,39.023212,28.105644,50.401031,2005
217126,Country,LVA,Europe,Female,19.391001,12.896809,27.413225,2009
217773,Country,PNG,Western Pacific,Female,20.881281,8.9950628,36.530933,2001
218566,Country,GRD,Americas,Female,36.187786,23.047062,50.56538,2009
218944,Country,PAN,Americas,Both sexes,38.377453,22.28336,55.67099,2003
219919,Country,COD,Africa,Male,12.465854,3.1650975,30.760786,2018
220086,World Bank Income Group,WB_LI,,Male,14.594632,11.809748,17.924286,2010
220427,Country,KOR,Western Pacific,Male,41.547337,37.266388,45.72485,2014
222252,Country,ZWE,Africa,Both sexes,17.694355,7.8759379,31.746166,2017
222338,Country,KGZ,Europe,Female,19.126469,5.2173724,40.192871,2000
222432,Country,LBR,Africa,Male,15.601198,10.018665,22.525169,2017
223034,Country,FJI,Western Pacific,Both sexes,16.14188,7.9623737,26.965233,2019
223259,Country,ESP,Europe,Both sexes,22.636309,17.327553,28.229641,2021
224366,Country,URY,Americas,Male,26.542923,16.327686,38.407131,2001
224562,Country,ALB,Europe,Both sexes,20.683088,9.0286207,37.604542,2006
225981,Country,HND,Americas,Both sexes,29.644791,14.737761,47.798752,2005
227360,Country,BTN,South-East Asia,Both sexes,11.257716,6.0864763,18.347937,2006
228355,Region,AFR,,Male,14.555344,10.768545,19.534164,2021
230829,Country,KHM,Western Pacific,Male,12.357356,7.8064137,17.816473,2015
232711,Country,ATG,Americas,Female,38.918701,15.313218,66.654724,2010
232949,Country,KAZ,Europe,Female,26.519438,6.6753683,56.019955,2020
234034,Country,IRQ,Eastern Mediterranean,Male,41.284309,28.648754,54.586674,2016
235172,Country,SDN,Eastern Mediterranean,Both sexes,22.803381,11.23912,37.61417,2001
236934,Country,IND,South-East Asia,Both sexes,37.502468,31.633595,43.671188,2013
239162,Country,VEN,Americas,Both sexes,37.343605,22.204306,53.816669,2003
239743,Country,MKD,Europe,Male,20.197468,7.1710439,38.57246,2021
239993,Region,AFR,,Both sexes,20.189066,17.337458,23.666412,2007
241036,Country,MDA,Europe,Both sexes,14.099367,8.4841986,21.330969,2007
241167,Country,LSO,Africa,Male,8.6431503,2.9528444,18.179018,2020
241574,Country,TUN,Eastern Mediterranean,Both sexes,25.795904,18.457644,34.145256,2007
242071,Country,MNE,Europe,Both sexes,21.206367,9.3090086,38.025986,2015
242384,Country,GEO,Europe,Male,16.170748,10.640821,22.567108,2006
242550,Country,EGY,Eastern Mediterranean,Female,36.401253,25.522427,48.108395,2010
242598,Country,RUS,Europe,Female,14.580828,6.5219378,25.714436,2013
243318,Country,KWT,Eastern Mediterranean,Male,61.528839,46.435684,75.709961,2014
243461,Country,KIR,Western Pacific,Female,45.107018,28.986814,62.074219,2006
243542,Country,TGO,Africa,Female,14.66009,7.1238561,24.852119,2007
243954,Country,SUR,Americas,Both sexes,42.811573,33.755753,52.380096,2012
244618,Country,AZE,Europe,Male,22.094341,13.4801,32.747375,2014
244926,Country,MNE,Europe,Male,19.610424,6.3522348,42.052673,2016
245360,Country,FJI,Western Pacific,Female,23.203758,11.081334,39.025784,2016
248838,Country,PRT,Europe,Male,40.189957,30.454937,50.109394,2004
249469,Country,RUS,Europe,Both sexes,13.164804,8.9948921,18.021156,2009
249460,Country,CYP,Europe,Both sexes,42.253296,35.339836,49.230839,2010
249838,Country,BEN,Africa,Male,14.916725,8.7247009,22.680763,2012
251808,Country,TUV,Western Pacific,Both sexes,35.969776,21.174618,51.848049,2003
255025,Country,ZAF,Africa,Male,45.797161,38.211929,53.537434,2008
258513,Country,BTN,South-East Asia,Male,8.4037924,4.9528937,12.888315,2016
258627,Country,EST,Europe,Female,15.377739,9.6855145,22.214628,2022
258831,Country,FIN,Europe,Both sexes,27.448967,20.622658,35.304825,2000
259033,Country,AUS,Western Pacific,Both sexes,26.635206,18.469009,36.191517,2001
259588,Country,SWE,Europe,Female,22.098385,15.727062,29.112785,2008
264833,Country,LBY,Eastern Mediterranean,Female,44.719158,32.084824,58.089615,2009
265019,Country,NIC,Americas,Male,31.468021,12.706044,57.70816,2017
265708,Country,CIV,Africa,Female,29.299953,17.754259,43.135105,2004
266900,Country,SMR,Europe,Both sexes,31.660786,16.553507,49.242538,2005
268670,Country,DNK,Europe,Both sexes,23.625937,18.12739,29.759806,2004
269198,Country,IND,South-East Asia,Both sexes,33.714466,28.402107,39.295662,2010
269390,Country,ARM,Europe,Both sexes,24.924711,17.742752,33.462749,2014
270598,Country,ZAF,Africa,Female,49.028908,33.780365,64.946541,2018
271114,Country,ERI,Africa,Male,7.6444745,3.8777211,13.161203,2009
271675,Country,MWI,Africa,Both sexes,3.4454036,1.7525941,5.873446,2019
272155,Country,BLZ,Americas,Both sexes,34.208691,18.285866,52.866997,2004
273048,Country,GHA,Africa,Female,19.129221,8.9745893,32.68177,2003
275288,Country,BRA,Americas,Both sexes,34.663956,29.05113,40.56002,2009
276675,Country,KGZ,Europe,Female,20.662691,11.309012,32.622158,2015
278648,Country,DNK,Europe,Female,19.592207,14.034247,25.950012,2009
278798,Country,BFA,Africa,Male,14.335031,8.3944197,21.591381,2021
279246,Country,WSM,Western Pacific,Male,12.250032,5.5347791,21.206964,2017
279936,Country,PRT,Europe,Female,46.987446,35.496181,58.483833,2003
281257,Country,IDN,South-East Asia,Female,15.923897,9.6532269,23.640749,2016
282870,Country,SSD,Africa,Both sexes,17.0529,7.1737385,31.103722,2011
282936,Country,ARG,Americas,Both sexes,34.083851,22.296438,47.62793,2001
284067,Country,DJI,Eastern Mediterranean,Female,21.440495,6.2468214,45.296944,2010
